annotation_id,tweet_id,customer_message,suggested_intent,annotation_status,final_intent,review_notes
1232,365198,@AmazonHelp my package has been out for delivery since 8am but have a delayed delivery definitely need it for tomorrow smh,DELIVERY_DELAY,weak_label,,
1233,1873876,@AmazonHelp That takes me to a screen asking me to log in! I can't log in because you have disabled my account!,ACCOUNT,weak_label,,
1234,15444,@AmazonHelp You have and it’s been pushed (again) to Friday or possibly Saturday or god forbid Monday. Was told it would be diverted by 8pm tonight.,,unlabelled,,
1235,13888,@AmazonHelp I have visited multiple times. why would a sc change uts policy to meet ur unreasonable demands? this issue is ongoing since 1.5 months.,,unlabelled,,
1236,12505,@AmazonHelp How do I disable notifications indicated by the bell icon in upper left corner of iOS Kindle app?,,unlabelled,,
1237,486700,"@AmazonHelp Ordered it last Tuesday, admittedly on standard post but an email was saying an issue with payment which I tried to fix and just wanted to know if it was dispatched and didn’t want to be charged twice.",PAYMENT,weak_label,,
1238,456570,"@AmazonHelp It was for today but my UPS store closed 10 minutes ago and didn't receive the order. To be clear, Thursday as a promised date is already late. If I'm ordering on Monday, it should arrive Wednesday the latest.",PACKAGE_NOT_RECEIVED,weak_label,,
1239,156815,"@AmazonHelp @115830 Can you tell me when this will be delivered. It is order 205-8296977-8261157 shipment 2, tracking ID Q36002316913",DELIVERY_TRACKING,weak_label,,
1240,91511,"@AmazonHelp @119351 @18220 Worst Shopping Experience ever. No refund , no token of Apology or Goodwill gesture against failed delivery of my order. Worst Shopping Experience ever I have faced. Will never Recommend Amazon to anyone for Shopping (Really). Feeling Deceived, Dunced by Amazon. https://t.co/LD2zY4hIR0",REFUND,weak_label,,
1241,5777,"@AmazonHelp Estoy al tlf con ellos, me lo reembolsan ahora mismo. Espero que ASM reciba algun tipo de sanción porque esto es una vergüenza.",,unlabelled,,
1242,74846,@115821 @115850 @AmazonHelp How a delivery person cancel an order? Please rethink your shipment policy. Very disappointed today.,ORDER_CANCELLATION,weak_label,,
1243,19112,@AmazonHelp This contest commences from today.There was a similar contest whose last date was 31st oct 2017.,,unlabelled,,
1244,123378,@AmazonHelp am i able to return a product which is faulty which i only discovered by using it?,RETURN,weak_label,,
1245,11605,"@AmazonHelp Carrier: AMZL US, Tracking #: TBA516106123000",,unlabelled,,
1246,233106,"order no - 
406-6363688-1564331
is not dispatched yet,pls look into the matter ! @AmazonHelp @115850",ORDER_DISPATCH,weak_label,,
1247,38134,@AmazonHelp I'll just cancel my order and go out and get it tomorrow. I'm not waiting a week for something I ordered over 6 months ago.,ORDER_CANCELLATION,weak_label,,
1248,2591,@AmazonHelp No on the card. It works only half the time. Yes on USPS. They say my delivery person won’t deliver anything over 30 lbs. just sends it back,,unlabelled,,
1249,19461,@AmazonHelp I did it already~,,unlabelled,,
1250,98581,"@AmazonHelp A person call me for pick up product for return, he reached home but due to non availability of box he told with to check with company...but he neither revert not come back.... Wat is happening?",RETURN,weak_label,,
1251,29512,"This is very sad to say that being a happy cust. this time had worst experience on returns. Yet not able to return.
@115850 @AmazonHelp",RETURN,weak_label,,
1252,3744,@AmazonHelp infórmese... no voy a perder más mi tiempo...,,unlabelled,,
1253,13880,@AmazonHelp yeah and i will get it after i murder service center owner. I would rather throw this product in dumpster and let wll india know abt u cheat,,unlabelled,,
1254,345281,"@AmazonHelp placed a prime order on October 5th, all of the tracking said “arriving today by 8pm” and suddenly it switched to tomorrow. Why?",DELIVERY_TRACKING,weak_label,,
1255,325453,@AmazonHelp who do I need to talk to about refunding Saturday shipping? I'm not paying 30 bucks extra if it won't be here till Monday,ORDER_DISPATCH,weak_label,,
1256,1505427,"@AmazonHelp Nope delivered at lunchtime despite being an evening delivery, left outside without me leaving instructions saying so https://t.co/RW0wPIODxu",DELIVERY_INSTRUCTIONS,weak_label,,
1257,6961,@AmazonHelp I tried that and ended up On page to provide package feedback too difficult and I did not have the time to search for your customer service number so if you follow me we can direct Message one another and I can give you my cell phone,,unlabelled,,
1258,654,@AmazonHelp Already started the return. UPS gets it from my doorstep tomorrow. Order 111-5014070-4118645,RETURN,weak_label,,
1259,341588,@AmazonHelp I was not able to get a mail from your side on my registered mail id but I have replied via Amazon website message.,WEBSITE_OR_APP,weak_label,,
1260,1672904,"@AmazonHelp I suggest you replace my Firestick and Echo Dot... 1st Echo wouldn't connect &amp; I did the trouble shoot, now the Firestick won't work either",DEVICE,weak_label,,
1261,2308314,"@AmazonHelp Thanks, I think it’s an app related issue, book reads okay on Kindle Paperwhite. Never come across issue before",DEVICE,weak_label,,
1262,10633,@AmazonHelp I have an order that was supposed to be here on the 25th which has not arrived yet.,,unlabelled,,
1263,78750,@AmazonHelp So I need to wait for the late item that I no longer need and return it? I needed to send it as a gift out of country n missed the cut off,RETURN,weak_label,,
1264,142118,"@AmazonHelp My query is irrelevant with price matching feature. 
I'm making u understand about price fluctuation on AMAZON website occurred to me",WEBSITE_OR_APP,weak_label,,
1265,240485,@AmazonHelp Hey Amazon. I ordered Dragon's Dogma PS4 a few days ago. It's out today. You have stock. Why's my order not dispatched?,ORDER_DISPATCH,weak_label,,
1266,2589,@AmazonHelp I’m not talking to customer service again. THATS part of the problem. I want someone in America @ corporate who can make decisions.,,unlabelled,,
1267,1439484,@AmazonHelp 1 November and I still actually have not received my order,PACKAGE_NOT_RECEIVED,weak_label,,
1268,608102,"@AmazonHelp Hello I ordered yesterday and I paid for it but I need to change the billing address, how can I do it?",PAYMENT,weak_label,,
1269,648481,@AmazonHelp how can someone in your supply chain change my delivery location? Security issue?,DELIVERY_INSTRUCTIONS,weak_label,,
1270,18932,@AmazonHelp You people are compelled me to remove amazon app.sorry but your service is disastrous &amp; suggest people not to use amazon.,WEBSITE_OR_APP,weak_label,,
1271,11059,@AmazonHelp Should have been today before 8,,unlabelled,,
1272,5149,@AmazonHelp Trying to get a friend's playlist on my Amazon music app but it keeps giving me the following message https://t.co/o6zINm6HBC,,unlabelled,,
1273,215027,I'm going to need @115821 to break up with @118706. I have yet to get a package on time from them and tracking is always wrong. @AmazonHelp,DELIVERY_TRACKING,weak_label,,
1274,16115,@AmazonHelp Ur customer care didnt provide me a correct answer,,unlabelled,,
1275,291384,@AmazonHelp Thank you. I was trying to buy through Amazon app. It worked through safari 👌,WEBSITE_OR_APP,weak_label,,
1276,585690,@AmazonHelp Amazon. Today. The Amazon app told me that they failed to make the delivery but no one rang the bell or knocked on the door and I've been here all day listening carefully.,WEBSITE_OR_APP,weak_label,,
1277,102955,"Please stop purchasing mobile from amazon. Now days, they are not returning the mobile. They are giving only replace option. I have purchased the wrong mobile. Now they are not returning @115821 @AmazonHelp",RETURN,weak_label,,
1278,267329,@AmazonHelp amazon I ordered a package on September 14th and paid extra for shipping to get by the 18th. I still don't have the package!,ORDER_DISPATCH,weak_label,,
1279,16770,@AmazonHelp Ten dollars doesn't cover the cost of getting these items resent from Amazon. I said I needed more than that given this happens every time.,,unlabelled,,
1280,1344538,"@AmazonHelp Hello, my spouse bought something last month from your store but we keep getting messages of billing till today. Kindly assist",PAYMENT,weak_label,,
1281,422951,"@AmazonHelp why exactly has my order been delayed by up to 7 days?? i pre-ordered it for a reason, i wanted it on release day ...",DELIVERY_DELAY,weak_label,,
1282,64050,@AmazonHelp I am cancelling the order and will not be accepting delivery.  I have already submitted the form on https://t.co/8lsCC88NSG and left a note for UPS to return to sender.,RETURN,weak_label,,
1283,182893,"@AmazonHelp It did not help, still i cannot log in, i tried different browsers and devices",ACCOUNT,weak_label,,
1284,871113,"@AmazonHelp 1. Placed order on 2 items 
2. Nothing arrived when Amazon app+email said so (deliverer lied by saying it'd been done)
3. 1 art canceled....",WEBSITE_OR_APP,weak_label,,
1285,164826,@AmazonHelp how do I change the delivery address for a redelivery please - as the delivery failed today at work.,DELIVERY_INSTRUCTIONS,weak_label,,
1286,83494,"@AmazonHelp Exactly that's what I am saying it's not refund, the money is still in accounts of Amazon and you just offer alternate purchase not refund. 
Fooling people with refund term. 
One make a purchase, copied local product comes and i dont get my money back in account. Not satisfied",REFUND,weak_label,,
1287,18164,"@AmazonHelp @115850 Please update me asap, if you are going to help or not?
I'm really fed up now and need solution asap. Give me my account access else refund",REFUND,weak_label,,
1288,1276148,"@AmazonHelp my firestick was working fine on my tv and now it won't. Works great on other tvs, but not mine. This keeps happening https://t.co/p04xUOrBFh",DEVICE,weak_label,,
1289,83483,@AmazonHelp hi I have been tracking my parcel and it says delivered at 11:30pm last night but I definitely did not get a delivery. Help,DELIVERY_TRACKING,weak_label,,
1290,18181,"@AmazonHelp Yes, that email is asking for my bank details not sure why but I responded back to them. Still its on hold

Please help",,unlabelled,,
1291,59579,@AmazonHelp What do I do about the delivery being late,DELIVERY_DELAY,weak_label,,
1292,17892,"@AmazonHelp It was expected 10/30-10/31 so yes, it has passed.",,unlabelled,,
1293,5290,@AmazonHelp चोट्टे,,unlabelled,,
1294,377758,@115850 @AmazonHelp can I change d delivery address of the order placed,DELIVERY_INSTRUCTIONS,weak_label,,
1295,222676,"Hey @AmazonHelp since you're attempting delivery outside of biz hours, could you please allow me to update my delivery address to save you all additional trouble? Thanks! 📦 https://t.co/2zMcoOG1oF",DELIVERY_INSTRUCTIONS,weak_label,,
1296,11585,@AmazonHelp Still not got any answer,,unlabelled,,
1297,1661967,@AmazonHelp They appear to have been delivered to my ‘safe place’ so I will find out later what’s there. Experience over the past week has been... https://t.co/OI3IpLjzAd,DELIVERY_INSTRUCTIONS,weak_label,,
1298,17656,@AmazonHelp @115850 I have bought a product and now it's size is not matching I want to return it and also requested return process.,RETURN,weak_label,,
1299,348665,@AmazonHelp WHERE IS MY PAID PRODUCT FOR ORDER NO #406-3971997-7415546 CT -09101222439 LAST WAS 6 SEPT NO DETAILS IN MY  ACC NO TRACKING DETAILS,DELIVERY_TRACKING,weak_label,,
1300,306942,"@AmazonHelp so my order says it's supposed to ship today but I still haven't gotten a notification, any idea when it should let me know?",ORDER_DISPATCH,weak_label,,
